40U1G2P1FE,[2,0,2, 0],,
41151FB4GU,[3],,,,,
41214GLXSU,[18, 0],,,,
415F9IXLGU,[19,13, 2],,,
415X6BP4GU,[20],,,,,
417LS6P4GU,[0],,,,,
41F1S6P4GU,[3, 0],,,,
41FX4U6PSI,[3],,,,,
41GX4U6PSI,[0],,,,,
422S12XLGU,[0],,,,,
427B94LXSU,[0,15,0,4, 31],
42LXS6P4GU,[18,9, 0],,,
43111443UI,[0,24,17, 0],,
435I66P4GU,[15,7,15, 14],,
43IX1SP4GU,[3, 0],,,,
442GP0U2FE,[0],,,,,
44471SP4GU,[0,3, 0],,,
444XS6P4GU,[3,18,11, 3],,
445X6BP4GU,[],,,,,
447G7US3LI,[0, 30],,,,
44BFI2XLGU,[0,7, 0],,,
44P74US3FI,[0],,,,,
44PS4U2LXI,[0,2, 0],,,
44S6LXP4GU,[2,11, 0],,,
44SPU92LXI,[0],,,,,
44XIFSP4GU,[0,5, 0],,,
452152XLGU,[0],,,,,
4551X6P4GU,[0],,,,,
4556P1B4GU,[0],,,,,
45F4S1B4GU,[],,,,,
45FSLXP4GU,[0],,,,,
45X51FB4GU,[18, 0],,,,
45XU32GLPI,[19, 0],,,,
461LP1FBUI,[19,18,19,10, 18],
464X4BP4GU,[0],,,,,
46F91XUPBI,[0,3,17, 0],,
46S44BP4GU,[18,8, 0],,,
46SU32GLPI,[0,8, 14],,,
47BI1SP4GU,[3, 0],,,,
47S11IXLGU,[0],,,,,
47S9X6P4GU,[3, 0],,,,
481F51B4GU,[14, 0],,,,
484X51B4GU,[9, 0],,,,
4854S1B4GU,[0, 19],,,,
489X51B4GU,[0,3,19, 0],,
48BSU3LFPI,[15, 2],,,,
48I01FB4GU,[3],,,,,
49BXF443UI,[24,17, 0],,,
49U6X16PSI,[2,0,9, 0],,
4B1S12XLGU,[11,30, 3],,,
4B3S4IXLGU,[3, 0],,,,
4B717USPFE,[0],,,,,
4B747US3LI,[21],,,,,
4F164U6PSI,[0,28, 2],,,
4F1PS1B4GU,[0],,,,,
4F24LXP4GU,[17,0, 3],,,
4F374U6PSI,[0,17, 2],,,
4F51X6P4GU,[5,8, 0],,,
4FB24U3LXI,[0],,,,,
4FGUX16PSI,[10,15, 8],,,
4FP5S1B4GU,[0],,,,,
4G41B1ULXI,[0],,,,,
4G4UX16PSI,[0],,,,,
4I1X51B4GU,[0],,,,,
4I416BP4GU,[0,2,32, 30],,
4I4F51B4GU,[8],,,,,
4L063UBFPI,[0,36, 0],,,
4L441XUPBI,[0],,,,,
4L4I66PUGF,[0, 12],,,,
4LF4XUB7SI,[19, 3],,,,
4P8F51B4GU,[0,17, 0],,,
4P933UX1BI,[3,2,0,10, 0],
4PF4XUB7SI,[15, 0],,,,
4S24LXP4GU,[0],,,,,
4S54LXP4GU,[33, 0],,,,
4SF466P4GU,[3,10, 2],,,
4X151FB4GU,[18, 0],,,,
4X15GU12LB,[9],,,,,
4X6PS1B4GU,[0],,,,,
4X75LSP4GU,[3, 0],,,,
50FP2IXLGU,[2, 0],,,,
50I01FB4GU,[8],,,,,
50U5FBGLXI,[0],,,,,
513G4U6PSI,[26, 7],,,,
516G4U6PSI,[3, 0],,,,
51B7S6P4GU,[0],,,,,
51F466P4GU,[0, 2],,,,
51GS4U22FE,[6,24, 2],,,
51GUX16PSI,[8,0, 1],,,
51L71SP4GU,[0],,,,,
51P4SIXLGU,[8, 0],,,,
51U72SGLBI,[0, 14],,,,
525UFG6LPI,[0],,,,,
52I0G6SPFE,[2,0,9, 0],,
547LFSP4GU,[0,36, 3],,,
54S451B4GU,[31,18,34,0, 18],
54S51FB4GU,[0,26, 8],,,
5514LXP4GU,[0,17, 3],,,
551G4U6PSI,[1,17, 0],,,
5522I2XLGU,[35, 8],,,,
554IS1B4GU,[6,8, 0],,,
55LX4BP4GU,[0],,,,,
56F466P4GU,[3],,,,,
56PF51B4GU,[19,10, 3],,,
581X4BP4GU,[0, 2],,,,
58S52BXLGU,[0,19, 10],,,
59FGX7B7SI,[0, 2],,,,
59FX51B4GU,[3,2, 14],,,
59SBX6P4GU,[0, 6],,,,
59SX51B4GU,[0, 3],,,,
5B1S12XLGU,[25,30, 3],,,
5B24LXP4GU,[0,32, 0],,,
5B3I66P4GU,[24,14, 18],,,
5BGX4U6PSI,[0,2, 0],,,
5F1PS1B4GU,[0],,,,,
5F1SLXP4GU,[0],,,,,
5F31GXBLUI,[22],,,,,
5F3GX7B7SI,[17, 2],,,,
5F9GXUB7SI,[17, 15],,,,
5GFX4U6PSI,[0, 3],,,,
5I081FB4GU,[3, 0],,,,
5IBLFSP4GU,[0],,,,,
5L16P1B4GU,[2, 3],,,,
5L1GX16PSI,[18,6,34,3, 2],
5L3GXUB7SI,[17,3, 0],,,
5L8X4BP4GU,[11],,,,,
5L9X4BP4GU,[9],,,,,
5P4IS1B4GU,[9,0,27, 0],,
5P5F51B4GU,[0],,,,,
5P7GXUB7SI,[0, 2],,,,
5PFGXUB7SI,[0, 35],,,,
5S1F51B4GU,[14, 0],,,,
5S24LXP4GU,[0, 2],,,,
5S2B156LPG,[0, 8],,,,
5S8X4BP4GU,[9, 2],,,,
5SG64UP2FE,[],,,,,
5UX2B2GLPI,[4],,,,,
5XL01FB4GU,[8],,,,,
5XS41FB4GU,[0, 3],,,,
608F4BP4GU,[8],,,,,
613P37LSUI,[4],,,,,
615X6BP4GU,[0,18, 0],,,
618PGBS1LI,[2, 3],,,,
61B6X16PSI,[0],,,,,
61BIFSP4GU,[0],,,,,
61X16BP4GU,[18, 0],,,,
61X6P1B4GU,[0, 11],,,,
6254LXP4GU,[17, 0],,,,
62I0G6SPFE,[2,0,6, 10],,
62LU7PSFBI,[8,11, 4],,,
62S1PU12LB,[],,,,,
63PXGFL8BI,[0, 10],,,,
6414LXP4GU,[0, 39],,,,
644LS6P4GU,[0, 3],,,,
645X6BP4GU,[0,2,3, 0],,
649XB6P4GU,[6, 0],,,,
64IXS6PUGF,[0],,,,,
64PGXUB7SI,[8, 0],,,,
64S1PU12LB,[0],,,,,
6514LXP4GU,[0],,,,,
6566P1B4GU,[35,15,17,0, 2],
65IPS1B4GU,[0,3, 0],,,
65XUFG13PI,[0,15, 18],,,
66885BP4GU,[0],,,,,
66F4LXP4GU,[2,0, 3],,,
66LX4BP4GU,[0],,,,,
66X7S6P4GU,[2],,,,,
678PS1B4GU,[26,8,17, 0],,
67BS66P4GU,[0,6, 0],,,
681F5BP4GU,[11],,,,,
6914LXP4GU,[0, 2],,,,
6B21X6PUFE,[0],,,,,
6BIXFSP4GU,[6,25,10, 6],,
6BXL66P4GU,[0,3, 2],,,
6F11X6P4GU,[0],,,,,
6F1SLXP4GU,[8, 3],,,,
6F744U6PSI,[0],,,,,
6F83SP81BI,[6,11,3, 0],,
6FIL5BP4GU,[0],,,,,
6FS6P1B4GU,[0, 18],,,,
6GFX4U6PSI,[3],,,,,
6GU6X16PSI,[2,13,0, 31],,
6I1XB6P4GU,[0],,,,,
6L1XB6P4GU,[0],,,,,
6L37X16PSI,[0,3,24, 0],,
6L67S6P4GU,[3],,,,,
6LBG4U6PSI,[0],,,,,
6LP51FB4GU,[0],,,,,
6LP5S1B4GU,[6],,,,,
6LU6X16PSI,[3, 10],,,,
6P0X1FB4GU,[0, 18],,,,
6P15GBU1FE,[2, 19],,,,
6PL4S1B4GU,[8],,,,,
6PS4G4B1UI,[11,0, 31],,,
6S50G33PFI,[2,17, 0],,,
6S68B6P4GU,[0],,,,,
6U236L0FPI,[0,2, 0],,,
6X1PU8LFBI,[0,2, 0],,,
6X2L5BP4GU,[3],,,,,
6X474U6PSI,[3,36,0, 10],,
6X4I66P4GU,[0],,,,,
6XG1PU12LB,[0, 19],,,,
706SL03FPI,[8, 0],,,,
71BP37LSUI,[],,,,,
71BSFG6LPI,[4],,,,,
71F31BLSUI,[11],,,,,
71I91GLXSU,[23,10,6, 0],,
71L6X16PSI,[0, 17],,,,
72141BLSUI,[0],,,,,
732S4IXLGU,[18, 0],,,,
73BGX16PSI,[0],,,,,
73F6X16PSI,[8],,,,,
73GUX7B7SI,[0,18,2, 0],,
73S33UX13I,[0,17, 19],,,
748IS1B4GU,[3,4, 0],,,
74S51IXLGU,[0],,,,,
74XIFSP4GU,[0],,,,,
7606BUSPFE,[2, 0],,,,
763IG6SPFE,[0, 2],,,,
7677SPULXI,[19],,,,,
76F4S6P4GU,[3,18, 8],,,
76LPS1B4GU,[2, 9],,,,
76P4XUB7SI,[18,3, 8],,,
7775S1B4GU,[0,17, 2],,,
779S4IXLGU,[0,30, 0],,,
77F14GLXSU,[0,18, 2],,,
77F63U6PSI,[0,2,0, 2],,
77PS9IXLGU,[0,19,10, 0],,
7844S1B4GU,[2,10, 3],,,
784B4U6PSI,[9],,,,,
785UGS3LBI,[0, 8],,,,
78I5S1B4GU,[2, 0],,,,
78PSGFL8BI,[0,19,2, 0],,
79GUX16PSI,[0,7, 0],,,
7B471SP4GU,[0],,,,,
7B67S6P4GU,[3, 10],,,,
7F1794LXSU,[0],,,,,
7F2737LSUI,[0],,,,,
7F674U6PSI,[0],,,,,
7F831BLSUI,[15],,,,,
7FS8IBP4GU,[2],,,,,
7GFUX7B7SI,[3],,,,,
7GX64U6PSI,[1, 2],,,,
7ISX51B4GU,[0],,,,,
7L3SIBP4GU,[0, 27],,,,
7L67S6P4GU,[3, 2],,,,
7L7UX16PSI,[18],,,,,
7LI4S1B4GU,[3, 2],,,,
7LPIS1B4GU,[0],,,,,
7LS51FB4GU,[0],,,,,
7P1GX7B7SI,[0,15, 0],,,
7PF994LXSU,[0,18, 0],,,
7PLIS1B4GU,[0],,,,,
7PS9X0U2FE,[2, 0],,,,
7S6X6BP4GU,[18,3, 18],,,
7SF4LXP4GU,[18,2,0, 17],,
7SIX51B4GU,[0],,,,,
7SL1303FPI,[2,0,2, 10],,
7U76X16PSI,[3],,,,,
7X1P37LSUI,[4],,,,,
8002BI4UFE,[25, 2],,,,
80151FB4GU,[27,10,8, 3],,
808S808FUB,[11],,,,,
817IS1B4GU,[0, 25],,,,
818F4BP4GU,[3, 4],,,,
818S808FUB,[1, 27],,,,
81S6P1B4GU,[0,6, 0],,,
844U7PSFBI,[0],,,,,
8462PU12LB,[17, 0],,,,
84LBS6P4GU,[0, 3],,,,
84P31BLSUI,[0],,,,,
85081FB4GU,[0, 14],,,,
853GX7B7SI,[0],,,,,
855X6BP4GU,[3, 0],,,,
856X6BP4GU,[0],,,,,
858S1FB4GU,[0],,,,,
85I01FB4GU,[4, 3],,,,
85I51FB4GU,[0, 3],,,,
85XS1FB4GU,[6,37, 28],,,
8656P1B4GU,[18,0,17, 0],,
86PIS1B4GU,[2],,,,,
86S44BP4GU,[17],,,,,
87241BLSUI,[0],,,,,
881X4BP4GU,[0],,,,,
888XB6P4GU,[3],,,,,
88LF51B4GU,[15,0, 15],,,
89X1BI4UFE,[2],,,,,
8B12I2XLGU,[],,,,,
8F1PS1B4GU,[0, 30],,,,
8F73X7B7SI,[8],,,,,
8FB64U6PSI,[0],,,,,
8FULX7B7SI,[0,4,0,9, 8],
8G8BS1U2FE,[2, 15],,,,
8G8LX7B7SI,[30],,,,,
8G8P81B2FE,[2, 13],,,,
8I5X6BP4GU,[0,2, 0],,,
8IL51FB4GU,[28,15, 26],,,
8L5FP1B4GU,[0],,,,,
8L6X6BP4GU,[14, 0],,,,
8LB64U6PSI,[0,2, 0],,,
8LGUX7B7SI,[0,18,2, 0],,
8P1G808FUB,[0],,,,,
8P54S1B4GU,[2, 0],,,,
8S2BFG6LPI,[0],,,,,
8X8IS1B4GU,[2],,,,,
8XL16BP4GU,[0, 14],,,,
90FP2IXLGU,[0],,,,,
911X51B4GU,[0],,,,,
91F3X16PSI,[27,0, 27],,,
92P5BIXLGU,[0,10,0, 3],,
935GXUB7SI,[8,2, 0],,,
93FLX7B7SI,[0],,,,,
945X6BP4GU,[0],,,,,
954X4BP4GU,[0],,,,,
95P2I2XLGU,[0],,,,,
95SBX6P4GU,[23,0, 2],,,
95X51FB4GU,[0],,,,,
96446PLXSU,[0,2, 0],,,
965X6BP4GU,[8,6, 0],,,
976UX16PSI,[0, 3],,,,
9924LXP4GU,[3, 0],,,,
99F1X6P4GU,[0, 6],,,,
99FSLXP4GU,[0,39, 14],,,
99SX51B4GU,[3, 0],,,,
9B17X16PSI,[10],,,,,
9FB6X6P4GU,[7, 0],,,,
9FX451B4GU,[18, 0],,,,
9FXG37LSUI,[13],,,,,
9FXS66P4GU,[0],,,,,
9G933UX13I,[0,18, 0],,,
9I24LXP4GU,[23,35, 23],,,
9LIX51B4GU,[6, 0],,,,
9P3GXUB7SI,[0,9, 0],,,
9PU3X7B7SI,[8],,,,,
9PX8S1B4GU,[0, 32],,,,
9SF43UX1BI,[0],,,,,
9SIX51B4GU,[3, 0],,,,
9X181FB4GU,[0],,,,,
9X5F51B4GU,[12, 3],,,,
9X844BP4GU,[0],,,,,
9XI51FB4GU,[0,32,18, 0],,
B17S66P4GU,[10, 0],,,,
B1L71SP4GU,[0,19, 12],,,
B1X2LSP4GU,[0,2,24, 0],,
B20L1U0FPI,[0,2, 6],,,
B344SIXLGU,[17,32, 0],,,
B4471SP4GU,[2, 0],,,,
B47LFSP4GU,[3, 0],,,,
B4G437LSUI,[8, 4],,,,
B5G7P7LXSU,[0],,,,,
B5S6X6P4GU,[8,3, 0],,,
B616X6P4GU,[0,3, 0],,,
B63IG6SPFE,[0],,,,,
B7471SP4GU,[8],,,,,
B74S4U22FE,[19],,,,,
B75X0SF11G,[23, 0],,,,
B76X1SP4GU,[2, 0],,,,
B79I4PLXSU,[13,17, 0],,,
B7F3X16PSI,[0,27, 0],,,
B7S9X6P4GU,[3,0, 4],,,
BF17X16PSI,[9, 0],,,,
BF96X16PSI,[0, 8],,,,
BFXS66P4GU,[0],,,,,
BG164U6PSI,[0, 2],,,,
BI5LFSP4GU,[0],,,,,
BI67S6P4GU,[0, 8],,,,
BI6FLSP4GU,[38],,,,,
BL50FSP4GU,[35, 3],,,,
BL67S6P4GU,[3,11,31, 3],,
BL73X16PSI,[3],,,,,
BP314IXLGU,[0, 8],,,,
BS1P11U2FE,[2],,,,,
BSIXG0U2FE,[19],,,,,
F156P1B4GU,[0, 27],,,,
F16G4U6PSI,[0,3, 8],,,
F17PS1B4GU,[0],,,,,
F183SP81BI,[0],,,,,
F196LXP4GU,[8, 0],,,,
F1X4GU12LB,[0],,,,,
F2LX4BP4GU,[8,6, 0],,,
F314I2XLGU,[0,18,0,12,11, 18]
F3GP37LSUI,[0],,,,,
F4164U6PSI,[3, 2],,,,
F4471SP4GU,[0],,,,,
F46PS1B4GU,[3, 2],,,,
F4IPS1B4GU,[14],,,,,
F4S6LXP4GU,[3,0, 2],,,
F51IS1B4GU,[0],,,,,
F577S6P4GU,[17, 0],,,,
F5L6P1B4GU,[8,0, 3],,,
F616P1B4GU,[2, 0],,,,
F6P45IXLGU,[0, 9],,,,
F714XUB7SI,[0, 3],,,,
F744S1B4GU,[0,19, 0],,,
F7B2LSP4GU,[3, 0],,,,
F7S451B4GU,[0],,,,,
F81IS1B4GU,[0, 4],,,,
F9PLX7B7SI,[6],,,,,
F9PUX7B7SI,[3,17, 0],,,
F9S5X6P4GU,[0, 8],,,,
F9X7S6P4GU,[2, 0],,,,
FBXI1SP4GU,[4,0, 3],,,
FG474U6PSI,[0],,,,,
FI416BP4GU,[2, 0],,,,
FI5L5BP4GU,[0],,,,,
FL16P1B4GU,[2,0, 2],,,
FL8X4BP4GU,[0,40, 3],,,
FLU7X16PSG,[0, 26],,,,
FLX6P1B4GU,[0, 11],,,,
FP521IXLGU,[0, 13],,,,
FP8BS1ULXI,[2],,,,,
FS24LXP4GU,[0],,,,,
FS44GU12LB,[11, 0],,,,
FS5G1UX1BI,[0],,,,,
FSXL66P4GU,[14, 0],,,,
FU2LX7B7SI,[10, 2],,,,
FU331S13PI,[0],,,,,
FU7SX8P1BI,[15, 0],,,,
G08S808FUB,[15, 1],,,,
G133X7B7SI,[8,14,0, 3],,
G1S33UX13I,[16, 2],,,,
G311FSXB1I,[],,,,,
G34UX16PSI,[0],,,,,
G396X16PSI,[3],,,,,
G411X6PUFE,[2],,,,,
G63I4PLXSU,[8,35, 0],,,
G67UX16PSI,[3,37,36, 0],,
G6X2PU12LB,[15,2, 11],,,
G6XU6L0FPI,[0],,,,,
G706BUSPFE,[0],,,,,
G72SPFL8BI,[0,38,0, 14],,
G76UX16PSI,[3, 0],,,,
G78S808FUB,[0],,,,,
G84B4U6PSI,[0],,,,,
G8PLX7B7SI,[3, 4],,,,
G8X1BI4UFE,[2],,,,,
GB717USPFE,[0,2, 0],,,
GF7UX7B7SI,[19, 17],,,,
GF83SP81BI,[0, 3],,,,
GI8P81B2FE,[2],,,,,
GLB6X16PSI,[0],,,,,
GX3437LSUI,[0],,,,,
GX474U6PSI,[3,10, 3],,,
GX731BLSUI,[11],,,,,
GXUL3831BI,[39,11,39,19, 10],
I0F1S6P4GU,[0, 3],,,,
I0F55BP4GU,[0, 3],,,,
I0FBS6P4GU,[3, 0],,,,
I0X0LSPUGF,[0],,,,,
I0XS1FB4GU,[8,26,8,15, 0],
I106P1BUGF,[0],,,,,
I111X6P4GU,[0,8, 0],,,
I1B7S6PUGF,[3, 0],,,,
I1F151B4GU,[0],,,,,
I1LF51B4GU,[4,0,17, 3],,
I1LX4BP4GU,[0],,,,,
I2S6LXP4GU,[8,38, 0],,,
I4051FB4GU,[8,38,0, 37],,
I42XGU12LB,[6],,,,,
I48S1FB4GU,[],,,,,
I4LX4BP4GU,[0],,,,,
I4SX51B4GU,[23, 40],,,,
I5051FB4GU,[31,2,14, 8],,
I5816BP4GU,[19, 0],,,,
I5FX6BP4GU,[0,31,37, 18],,
I5LPS1B4GU,[2, 3],,,,
I61P11U2FE,[0,3,2,37, 0],
I64X1SPUFE,[0],,,,,
I656P1B4GU,[0,18, 0],,,
I661PU12LB,[0, 40],,,,
I666P1B4GU,[0,9, 0],,,
I67LFSP4GU,[15,18, 0],,,
I7S4GBU1FE,[2, 14],,,,
I7S62XPUFE,[3,14,8, 16],,
I875S1B4GU,[0],,,,,
I8FX4BP4GU,[0],,,,,
I8S85BP4GU,[8,3,18,34, 0],
I91X4BP4GU,[0],,,,,
I924LXP4GU,[0],,,,,
I9BF4GLXSU,[0, 3],,,,
I9FSLXP4GU,[3, 8],,,,
I9X0PSF11G,[0, 8],,,,
IB1S12XLGU,[31, 12],,,,
